"field_name","note","field_keys","field_values","table"
"HHT","Household/family type","5","Nonfamily household:Male householder:Not living alone","hus"
"HHT","Household/family type","6","Nonfamily household:Female householder:Living alone","hus"
"HHT","Household/family type","7","Nonfamily household:Female householder:Not living alone","hus"
"HINCP","Household income (past 12 months)","bbbbbbbbb","N/A (GQ/vacant)","hus"
"HINCP","Household income (past 12 months)","000000000","No household income","hus"
"HINCP","Household income (past 12 months)","-00059999","Loss of -$59,999 or more","hus"
"HINCP","Household income (past 12 months)","-00000001..-00059998","Loss of $1 to -$59,998","hus"
"HINCP","Household income (past 12 months)","000000001","$1 or Break even","hus"
"HINCP","Household income (past 12 months)","000000002..999999999","Total household income in dollars (Components are rounded)","hus"
"HOTWAT","Water heater (Puerto Rico only)","b","N/A (GQ)","hus"
"HOTWAT","Water heater (Puerto Rico only)","1","Yes","hus"
"HOTWAT","Water heater (Puerto Rico only)","2","No","hus"
"HOTWAT","Water heater (Puerto Rico only)","9","Case is from the United States, HOTWAT not applicable","hus"
"HUGCL","Household with grandparent living with grandchildren","b","N/A (GQ/vacant)","hus"
"HUGCL","Household with grandparent living with grandchildren","0","Household without grandparent living with grandchildren","hus"
"HUGCL","Household with grandparent living with grandchildren","1","Household with grandparent living with grandchildren","hus"
"HUPAC","HH presence and age of children","b","N/A (GQ/vacant)","hus"
"HUPAC","HH presence and age of children","1","With children under 6 years only","hus"
"HUPAC","HH presence and age of children","2","With children 6 to 17 years only","hus"
"HUPAC","HH presence and age of children","3","With children under 6 years and 6 to 17 years","hus"
"HUPAC","HH presence and age of children","4","No children","hus"
"HUPAOC","HH presence and age of own children","b","N/A (GQ/vacant)","hus"
"HUPAOC","HH presence and age of own children","1","Presence of own children under 6 years only","hus"
"HUPAOC","HH presence and age of own children","2","Presence of own children 6 to 17 years only","hus"
"HUPAOC","HH presence and age of own children","3","Presence of own children under 6 years and 6 to 17 years","hus"
"HUPAOC","HH presence and age of own children","4","No own children present","hus"
"HUPARC","HH presence and age of related children","b","N/A (GQ/vacant)","hus"
"HUPARC","HH presence and age of related children","1","Presence of related children under 6 years only","hus"
"HUPARC","HH presence and age of related children","2","Presence of related children 6 to 17 years only","hus"
"HUPARC","HH presence and age of related children","3","Presence of related children under 6 years and 6 to 17 years","hus"
"HUPARC","HH presence and age of related children","4","No related children present","hus"
"KIT","Complete kitchen facilities","b","N/A (GQ)","hus"
"KIT","Complete kitchen facilities","1","Yes, has stove or range, refrigerator, and sink with a faucet","hus"
"KIT","Complete kitchen facilities","2","No","hus"
"LNGI","Limited English speaking household","b","N/A (GQ/vacant)","hus"
"LNGI","Limited English speaking household","1","At least one person in the household 14 and over speaks English only or speaks English 'very well'","hus"
"LNGI","Limited English speaking household","2","No one in the household 14 and over speaks English only or speaks English 'very well'","hus"
"MULTG","Multigenerational Household","b","N/A (GQ/Vacant/NP=0)","hus"
"MULTG","Multigenerational Household","1","No, not a multigenerational household","hus"
"MULTG","Multigenerational Household","2","Yes, is a multigenerational household","hus"
"MV","When moved into this house or apartment","b","N/A (GQ/vacant)","hus"
"MV","When moved into this house or apartment","1","12 months or less","hus"
"MV","When moved into this house or apartment","2","13 to 23 months","hus"
"MV","When moved into this house or apartment","3","2 to 4 years","hus"
"MV","When moved into this house or apartment","4","5 to 9 years","hus"
"MV","When moved into this house or apartment","5","10 to 19 years","hus"
"MV","When moved into this house or apartment","6","20 to 29 years","hus"
"MV","When moved into this house or apartment","7","30 years or more","hus"
"NOC","Number of own children in household (unweighted)","bb","N/A(GQ/vacant)","hus"
"NOC","Number of own children in household (unweighted)","00","No own children","hus"
"NOC","Number of own children in household (unweighted)","01..19","Number of own children in household","hus"
"NPF","Number of persons in family (unweighted)","bb","N/A (GQ/vacant/non-family household)","hus"
"NPF","Number of persons in family (unweighted)","02..20","Number of persons in family","hus"
"NPP","Grandparent headed household with no parent present","b","N/A (GQ/vacant)","hus"
"NPP","Grandparent headed household with no parent present","0","Not a grandparent headed household with no parent present","hus"
"NPP","Grandparent headed household with no parent present","1","Grandparent headed household with no parent present","hus"
"NR","Presence of nonrelative in household","b","N/A (GQ/vacant)","hus"
"NR","Presence of nonrelative in household","0","None","hus"
"NR","Presence of nonrelative in household","1","1 or more nonrelatives","hus"
"NRC","Number of related children in household (unweighted)","bb","N/A (GQ/vacant)","hus"
"NRC","Number of related children in household (unweighted)","00","No related children","hus"
"NRC","Number of related children in household (unweighted)","01..19","Number of related children in household","hus"
"OCPIP","Selected monthly owner costs as a percentage of household income during the past 12 months","bbb","N/A (GQ/vacant/not owned or being bought/no household income)","hus"
"OCPIP","Selected monthly owner costs as a percentage of household income during the past 12 months","001..100","1% to 100%","hus"
"OCPIP","Selected monthly owner costs as a percentage of household income during the past 12 months","101","101% or more","hus"
"PARTNER","Unmarried partner household","b","N/A (GQ/vacant)","hus"
"PARTNER","Unmarried partner household","0","No unmarried partner in household","hus"
"PARTNER","Unmarried partner household","1","Male householder, male partner","hus"
"PARTNER","Unmarried partner household","2","Male householder, female partner","hus"
"PARTNER","Unmarried partner household","3","Female householder, female partner","hus"
"PARTNER","Unmarried partner household","4","Female householder, male partner","hus"
"PLM","Complete plumbing facilities","b","N/A (GQ)","hus"
"PLM","Complete plumbing facilities","1","Yes, has hot and cold running water, and a bathtub or shower","hus"
"PLM","Complete plumbing facilities","2","No","hus"
"PLM","Complete plumbing facilities","9","Case is from Puerto Rico, PLM recode not applicable","hus"
"PLMPRP","Complete plumbing facilities for Puerto Rico","b","N/A (GQ)","hus"
"PLMPRP","Complete plumbing facilities for Puerto Rico","1","Yes, has running water, and a bathtub or shower<a0>","hus"
"PLMPRP","Complete plumbing facilities for Puerto Rico","2","No","hus"
"PLMPRP","Complete plumbing facilities for Puerto Rico","9","Case<a0>is from the United States, PLMPRP not applicable","hus"
"PSF","Presence of subfamilies in Household","b","N/A (GQ/vacant)","hus"
"PSF","Presence of subfamilies in Household","0","No subfamilies","hus"
"PSF","Presence of subfamilies in Household","1","1 or more subfamilies","hus"
"R18","Presence of persons under 18 years in household (unweighted)","b","N/A (GQ/vacant)","hus"
"R18","Presence of persons under 18 years in household (unweighted)","0","No person under 18 in household","hus"
"R18","Presence of persons under 18 years in household (unweighted)","1","1 or more persons under 18 in household","hus"
"R60","Presence of persons 60 years and over in household (unweighted)","b","N/A (GQ/vacant)","hus"
"R60","Presence of persons 60 years and over in household (unweighted)","0","No person 60 and over","hus"
"R60","Presence of persons 60 years and over in household (unweighted)","1","1 person 60 and over","hus"
"R60","Presence of persons 60 years and over in household (unweighted)","2","2 or more persons 60 and over","hus"
"R65","Presence of persons 65 years and over in household (unweighted)","b","N/A (GQ/vacant)","hus"
"R65","Presence of persons 65 years and over in household (unweighted)","0","No person 65 and over","hus"
"R65","Presence of persons 65 years and over in household (unweighted)","1","1 person 65 and over","hus"
"R65","Presence of persons 65 years and over in household (unweighted)","2","2 or more persons 65 and over","hus"
"RESMODE","Response mode","b","N/A (GQ)","hus"
"RESMODE","Response mode","1","Mail","hus"
"RESMODE","Response mode","2","CATI/CAPI","hus"
"RESMODE","Response mode","3","Internet","hus"
"SMOCP","Selected monthly owner costs","bbbbb","N/A (GQ/vacant/not owned or being bought)","hus"
"SMOCP","Selected monthly owner costs","00000","None","hus"
"SMOCP","Selected monthly owner costs","00001..99999","$1 - $99999 (Components are rounded)","hus"
"SMX","Second or junior mortgage or home equity loan status","b","N/A (GQ/vacant/not owned or being bought)","hus"
"SMX","Second or junior mortgage or home equity loan status","1","Yes, a second mortgage","hus"
"SMX","Second or junior mortgage or home equity loan status","2","Yes, a home equity loan","hus"
"SMX","Second or junior mortgage or home equity loan status","3","No","hus"
"SMX","Second or junior mortgage or home equity loan status","4","Both a second mortgage and a home equity loan","hus"
"SRNT","Specified rental unit","b","N/A (GQ,vacant units, except <93>for-rent-only<94> and <93>rented, not occupied<94>/owned or being bought)","hus"
"SRNT","Specified rental unit","0","A single-family home on 10 or more acres.","hus"
"SRNT","Specified rental unit","1","A single-family home on less than 10 acres or any other type of building, including mobile homes, with no regard to acreage.","hus"
"SSMC","Same-sex married couple households","b","N/A (GQ/vacant)","hus"
"SSMC","Same-sex married couple households","0","Households without a same-sex married couple","hus"
"SSMC","Same-sex married couple households","1","Same-sex married-couple household where not all relevant data shown as reported","hus"
"SSMC","Same-sex married couple households","2","All other same-sex married-couple households","hus"
"SVAL","Specified owner unit","b","N/A (GQ/ vacant units, except <94>for-sale-only<93> and <94>sold, not occupied<94>/not owned or being bought)","hus"
"SVAL","Specified owner unit","0","A single-family home on 10 or more acres or any other type of building, including mobile homes, with no regard to acreage.","hus"
"SVAL","Specified owner unit","1","A single-family home on less than 10 acres.","hus"
"TAXP","Property taxes (yearly amount)","bb","N/A (GQ/vacant/not owned or being bought)","hus"
"TAXP","Property taxes (yearly amount)","01","None","hus"
"TAXP","Property taxes (yearly amount)","02","$ 1 - $ 49","hus"
"TAXP","Property taxes (yearly amount)","03","$ 50 - $ 99","hus"
"TAXP","Property taxes (yearly amount)","04","$ 100 - $ 149","hus"
"TAXP","Property taxes (yearly amount)","05","$ 150 - $ 199","hus"
"TAXP","Property taxes (yearly amount)","06","$ 200 - $ 249","hus"
"TAXP","Property taxes (yearly amount)","07","$ 250 - $ 299","hus"
"TAXP","Property taxes (yearly amount)","08","$ 300 - $ 349","hus"
"TAXP","Property taxes (yearly amount)","09","$ 350 - $ 399","hus"
"TAXP","Property taxes (yearly amount)","10","$ 400 - $ 449","hus"
"TAXP","Property taxes (yearly amount)","11","$ 450 - $ 499","hus"
"TAXP","Property taxes (yearly amount)","12","$ 500 - $ 549","hus"
"TAXP","Property taxes (yearly amount)","13","$ 550 - $ 599","hus"
"TAXP","Property taxes (yearly amount)","14","$ 600 - $ 649","hus"
"TAXP","Property taxes (yearly amount)","15","$ 650 - $ 699","hus"
"TAXP","Property taxes (yearly amount)","16","$ 700 - $ 749","hus"
"TAXP","Property taxes (yearly amount)","17","$ 750 - $ 799","hus"
"TAXP","Property taxes (yearly amount)","18","$ 800 - $ 849","hus"
"TAXP","Property taxes (yearly amount)","19","$ 850 - $ 899","hus"
"TAXP","Property taxes (yearly amount)","20","$ 900 - $ 949","hus"
"TAXP","Property taxes (yearly amount)","21","$ 950 - $ 999","hus"
"TAXP","Property taxes (yearly amount)","22","$1000 - $1099","hus"
"TAXP","Property taxes (yearly amount)","23","$1100 - $1199","hus"
"TAXP","Property taxes (yearly amount)","24","$1200 - $1299","hus"
"TAXP","Property taxes (yearly amount)","25","$1300 - $1399","hus"
"TAXP","Property taxes (yearly amount)","26","$1400 - $1499","hus"
"TAXP","Property taxes (yearly amount)","27","$1500 - $1599","hus"
"TAXP","Property taxes (yearly amount)","28","$1600 - $1699","hus"
